horizon_candles,outer_fold,Timestamp,state_p_range,state_p_trend,state_p_stress,state_label
6,3,2023-10-06 08:00:00+00:00,0.9986319792085228,0.0006956388224548508,0.0006723819690224471,range
6,3,2023-10-06 12:00:00+00:00,0.996124063846372,0.003485955975192968,0.00038998017843514156,range
6,3,2023-10-06 16:00:00+00:00,0.9980920545408749,0.0013608268844156148,0.0005471185747094719,range
6,3,2023-10-06 20:00:00+00:00,0.9983295803700403,0.0012014879088309968,0.0004689317211287666,range
6,3,2023-10-07 00:00:00+00:00,0.9974719609076872,0.002149995972463329,0.0003780431198495023,range
6,3,2023-10-07 04:00:00+00:00,0.998041076894389,0.0013473802979462276,0.0006115428076648323,range
6,3,2023-10-07 08:00:00+00:00,0.9982662701572823,0.001204047442103759,0.0005296824006138959,range
6,3,2023-10-07 12:00:00+00:00,0.9979512326054034,0.001411929971032717,0.0006368374235639438,range
6,3,2023-10-07 16:00:00+00:00,0.9980430250554636,0.001200783262990743,0.0007561916815454992,range
6,3,2023-10-07 20:00:00+00:00,0.9963936735550281,0.003007750067779719,0.0005985763771922811,range
6,3,2023-10-08 00:00:00+00:00,0.9966866631447462,0.002739421123876639,0.0005739157313771083,range
6,3,2023-10-08 04:00:00+00:00,0.9977056281752293,0.0012938754293901644,0.0010004963953803175,range
